Country,year,grass_share
Chile,1985,0.12
Chile,1986,0.125
Chile,1987,0.13
Chile,1988,0.135
Chile,1989,0.14
Chile,1990,0.145
Chile,1991,0.15
Chile,1992,0.155
Chile,1993,0.16
Chile,1994,0.165
Chile,1995,0.17
Chile,1996,0.175
Chile,1997,0.18
Chile,1998,0.183
Chile,1999,0.185
Chile,2000,0.188
Chile,2001,0.191
Chile,2002,0.193
Chile,2003,0.196
Chile,2004,0.19899999999999998
Chile,2005,0.201
Chile,2006,0.204
Chile,2007,0.2
Chile,2008,0.2
Chile,2009,0.2
China,1961,0
China,1962,0.001
China,1963,0.002
China,1964,0.003
China,1965,0.004
China,1966,0.005
China,1967,0.006
China,1968,0.006999999999999999
China,1969,0.008
China,1970,0.009000000000000001
China,1971,0.01
China,1972,0.011000000000000001
China,1973,0.012
China,1974,0.013000000000000001
China,1975,0.013999999999999999
China,1976,0.015
China,1977,0.015
China,1978,0.016
China,1979,0.017
China,1980,0.018000000000000002
China,1981,0.019
China,1982,0.02
China,1983,0.021
China,1984,0.022000000000000002
China,1985,0.023
China,1986,0.024
China,1987,0.025
China,1988,0.026000000000000002
China,1989,0.027000000000000003
China,1990,0.027999999999999997
China,1991,0.028999999999999998
China,1992,0.03
China,1993,0.031
China,1994,0.032
China,1995,0.033
China,1996,0.034
China,1997,0.035
China,1998,0.036000000000000004
China,1999,0.037000000000000005
China,2000,0.038
China,2001,0.039
China,2002,0.04
China,2003,0.040999999999999995
China,2004,0.042
China,2005,0.043
China,2006,0.044000000000000004
China,2007,0.047
China,2008,0.047
China,2009,0.047
Colombia,1961,0
Colombia,1962,0
Colombia,1963,0
Colombia,1964,0
Colombia,1965,0
Colombia,1966,0
Colombia,1967,0
Colombia,1968,0
Colombia,1969,0
Colombia,1970,0
Colombia,1971,0
Colombia,1972,0
Colombia,1973,0
Colombia,1974,0
Colombia,1975,0
Colombia,1976,0
Colombia,1977,0
Colombia,1978,0
Colombia,1979,0
Colombia,1980,0
Colombia,1981,0
Colombia,1982,0
Colombia,1983,0
Colombia,1984,0
Colombia,1985,0
Colombia,1986,0
Colombia,1987,0
Colombia,1988,0
Colombia,1989,0
Colombia,1990,0
Colombia,1991,0
Colombia,1992,0
Colombia,1993,0
Colombia,1994,0
Colombia,1995,0
Colombia,1996,0
Colombia,1997,0
Colombia,1998,0
Colombia,1999,0
Colombia,2000,0
Colombia,2001,0
Colombia,2002,0
Colombia,2003,0
Colombia,2004,0
Colombia,2005,0
Colombia,2006,0
Colombia,2007,0
Colombia,2008,0
Colombia,2009,0
Congo,1961,0
Congo,1962,0
Congo,1963,0
Congo,1964,0
Congo,1965,0
Congo,1966,0
Congo,1967,0
Congo,1968,0
Congo,1969,0
Congo,1970,0
Congo,1971,0
Congo,1972,0
Congo,1973,0
Congo,1974,0
Congo,1975,0
Congo,1976,0
Congo,1977,0
Congo,1978,0
Congo,1979,0
Congo,1980,0
Congo,1981,0
Congo,1982,0
Congo,1983,0
Congo,1984,0
Congo,1985,0
Congo,1986,0
Congo,1987,0
Congo,1988,0
Congo,1989,0
Congo,1990,0
Congo,1991,0
Congo,1992,0
Congo,1993,0
Congo,1994,0
Congo,1995,0
Congo,1996,0
Congo,1997,0
Congo,1998,0
Congo,1999,0
Congo,2000,0
Congo,2001,0
Congo,2002,0
Congo,2003,0
Congo,2004,0
Congo,2005,0
Congo,2006,0
Congo,2007,0
Congo,2008,0
Congo,2009,0
Costa Rica,1961,0
Costa Rica,1962,0
Costa Rica,1963,0
Costa Rica,1964,0
Costa Rica,1965,0
Costa Rica,1966,0
Costa Rica,1967,0
Costa Rica,1968,0
Costa Rica,1969,0
Costa Rica,1970,0
Costa Rica,1971,0
Costa Rica,1972,0
Costa Rica,1973,0
Costa Rica,1974,0
Costa Rica,1975,0
Costa Rica,1976,0
Costa Rica,1977,0
Costa Rica,1978,0
Costa Rica,1979,0
Costa Rica,1980,0
Costa Rica,1981,0
Costa Rica,1982,0
Costa Rica,1983,0
Costa Rica,1984,0
Costa Rica,1985,0
Costa Rica,1986,0
Costa Rica,1987,0
Costa Rica,1988,0
Costa Rica,1989,0
Costa Rica,1990,0
Costa Rica,1991,0
Costa Rica,1992,0
Costa Rica,1993,0
Costa Rica,1994,0
Costa Rica,1995,0
Costa Rica,1996,0
Costa Rica,1997,0
Costa Rica,1998,0
Costa Rica,1999,0
Costa Rica,2000,0
Costa Rica,2001,0
Costa Rica,2002,0
Costa Rica,2003,0
Costa Rica,2004,0
Costa Rica,2005,0
Costa Rica,2006,0
Costa Rica,2007,0
Costa Rica,2008,0
Costa Rica,2009,0
Cote d'Ivoire,1961,0
Cote d'Ivoire,1962,0
Cote d'Ivoire,1963,0
Cote d'Ivoire,1964,0
Cote d'Ivoire,1965,0
Cote d'Ivoire,1966,0
Cote d'Ivoire,1967,0
Cote d'Ivoire,1968,0
Cote d'Ivoire,1969,0
Cote d'Ivoire,1970,0
Cote d'Ivoire,1971,0
Cote d'Ivoire,1972,0
Cote d'Ivoire,1973,0
Cote d'Ivoire,1974,0
Cote d'Ivoire,1975,0
Cote d'Ivoire,1976,0
Cote d'Ivoire,1977,0
Cote d'Ivoire,1978,0
Cote d'Ivoire,1979,0
Cote d'Ivoire,1980,0
Cote d'Ivoire,1981,0
Cote d'Ivoire,1982,0
Cote d'Ivoire,1983,0
Cote d'Ivoire,1984,0
Cote d'Ivoire,1985,0
Cote d'Ivoire,1986,0
Cote d'Ivoire,1987,0
Cote d'Ivoire,1988,0
Cote d'Ivoire,1989,0
Cote d'Ivoire,1990,0
Cote d'Ivoire,1991,0
Cote d'Ivoire,1992,0
Cote d'Ivoire,1993,0
Cote d'Ivoire,1994,0
Cote d'Ivoire,1995,0
Cote d'Ivoire,1996,0
Cote d'Ivoire,1997,0
Cote d'Ivoire,1998,0
Cote d'Ivoire,1999,0
Cote d'Ivoire,2000,0
Cote d'Ivoire,2001,0
Cote d'Ivoire,2002,0
Cote d'Ivoire,2003,0
Cote d'Ivoire,2004,0
Cote d'Ivoire,2005,0
Cote d'Ivoire,2006,0
Cote d'Ivoire,2007,0
Cote d'Ivoire,2008,0
Cote d'Ivoire,2009,0
Cuba,1961,0
Cuba,1962,0
Cuba,1963,0
Cuba,1964,0
Cuba,1965,0
Cuba,1966,0
Cuba,1967,0
Cuba,1968,0
Cuba,1969,0
Cuba,1970,0
Cuba,1971,0
Cuba,1972,0
Cuba,1973,0
Cuba,1974,0
Cuba,1975,0
Cuba,1976,0
Cuba,1977,0
Cuba,1978,0
Cuba,1979,0
Cuba,1980,0
Cuba,1981,0
Cuba,1982,0
Cuba,1983,0
Cuba,1984,0
Cuba,1985,0
Cuba,1986,0
Cuba,1987,0
Cuba,1988,0
Cuba,1989,0
Cuba,1990,0
Cuba,1991,0
Cuba,1992,0
Cuba,1993,0
Cuba,1994,0
Cuba,1995,0
Cuba,1996,0
Cuba,1997,0
Cuba,1998,0
Cuba,1999,0
Cuba,2000,0
Cuba,2001,0
Cuba,2002,0
Cuba,2003,0
Cuba,2004,0
Cuba,2005,0
Cuba,2006,0
Cuba,2007,0
Cuba,2008,0
Cuba,2009,0
Cyprus,1961,0
Cyprus,1962,0.003
Cyprus,1963,0.006
Cyprus,1964,0.008
Cyprus,1965,0.011000000000000001
Cyprus,1966,0.013999999999999999
Cyprus,1967,0.017
Cyprus,1968,0.019
Cyprus,1969,0.022000000000000002
Cyprus,1970,0.025
Cyprus,1971,0.027999999999999997
Cyprus,1972,0.03
Cyprus,1973,0.033
Cyprus,1974,0.036000000000000004
Cyprus,1975,0.039
Cyprus,1976,0.040999999999999995
Cyprus,1977,0.044000000000000004
Cyprus,1978,0.047
Cyprus,1979,0.05
Cyprus,1980,0.052000000000000005
Cyprus,1981,0.055
Cyprus,1982,0.057999999999999996
Cyprus,1983,0.061
Cyprus,1984,0.063
Cyprus,1985,0.066
Cyprus,1986,0.069
Cyprus,1987,0.07200000000000001
Cyprus,1988,0.07400000000000001
Cyprus,1989,0.077
Cyprus,1990,0.08
Cyprus,1991,0.071
Cyprus,1992,0.062
Cyprus,1993,0.053
Cyprus,1994,0.044000000000000004
Cyprus,1995,0.036000000000000004
Cyprus,1996,0.027000000000000003
Cyprus,1997,0.018000000000000002
Cyprus,1998,0.009000000000000001
Cyprus,1999,0
Cyprus,2000,0
Cyprus,2001,0
Cyprus,2002,0
Cyprus,2003,0
Cyprus,2004,0
Cyprus,2005,0
Cyprus,2006,0
Cyprus,2007,0
Cyprus,2008,0
Cyprus,2009,0
Czechoslovakia,1961,0
Czechoslovakia,1962,0.001
Czechoslovakia,1963,0.001
Czechoslovakia,1964,0.002
Czechoslovakia,1965,0.003
Czechoslovakia,1966,0.003
Czechoslovakia,1967,0.004
Czechoslovakia,1968,0.005
Czechoslovakia,1969,0.006
Czechoslovakia,1970,0.006
Czechoslovakia,1971,0.006999999999999999
Czechoslovakia,1972,0.008
Czechoslovakia,1973,0.008
Czechoslovakia,1974,0.009000000000000001
Czechoslovakia,1975,0.01
Czechoslovakia,1976,0.01
Czechoslovakia,1977,0.011000000000000001
Czechoslovakia,1978,0.012
Czechoslovakia,1979,0.012
Czechoslovakia,1980,0.013000000000000001
Czechoslovakia,1981,0.013999999999999999
Czechoslovakia,1982,0.013999999999999999
Czechoslovakia,1983,0.015
Czechoslovakia,1984,0.016
Czechoslovakia,1985,0.017
Czechoslovakia,1986,0.017
Czechoslovakia,1987,0.018000000000000002
Czechoslovakia,1988,0.019
Czechoslovakia,1989,0.019
Czechoslovakia,1990,0.02
Czechoslovakia,1991,0.022000000000000002
Czechoslovakia,1992,0.024
Czechoslovakia,1993,0.027000000000000003
Czechoslovakia,1994,0.028999999999999998
Czechoslovakia,1995,0.031
Czechoslovakia,1996,0.033
Czechoslovakia,1997,0.036000000000000004
Czechoslovakia,1998,0.038
Czechoslovakia,1999,0.04
Czechoslovakia,2000,0.035
Czechoslovakia,2001,0.03
Czechoslovakia,2002,0.025
Czechoslovakia,2003,0.021
Czechoslovakia,2004,0.016
Czechoslovakia,2005,0.011000000000000001
Czechoslovakia,2006,0.006
Czechoslovakia,2007,0.006
Czechoslovakia,2008,0.006
Czechoslovakia,2009,0.006
Democratic Republic of the Congo,1961,0
Democratic Republic of the Congo,1962,0
Democratic Republic of the Congo,1963,0
Democratic Republic of the Congo,1964,0
Democratic Republic of the Congo,1965,0
Democratic Republic of the Congo,1966,0
Democratic Republic of the Congo,1967,0
Democratic Republic of the Congo,1968,0
Democratic Republic of the Congo,1969,0
Democratic Republic of the Congo,1970,0
Democratic Republic of the Congo,1971,0
Democratic Republic of the Congo,1972,0
Democratic Republic of the Congo,1973,0
Democratic Republic of the Congo,1974,0
Democratic Republic of the Congo,1975,0
Democratic Republic of the Congo,1976,0
Democratic Republic of the Congo,1977,0
Democratic Republic of the Congo,1978,0
Democratic Republic of the Congo,1979,0
Democratic Republic of the Congo,1980,0
Democratic Republic of the Congo,1981,0
Democratic Republic of the Congo,1982,0
Democratic Republic of the Congo,1983,0
Democratic Republic of the Congo,1984,0
Democratic Republic of the Congo,1985,0
Democratic Republic of the Congo,1986,0
Democratic Republic of the Congo,1987,0
Democratic Republic of the Congo,1988,0
Democratic Republic of the Congo,1989,0
Democratic Republic of the Congo,1990,0
Democratic Republic of the Congo,1991,0
Democratic Republic of the Congo,1992,0
Democratic Republic of the Congo,1993,0
Democratic Republic of the Congo,1994,0
Democratic Republic of the Congo,1995,0
Democratic Republic of the Congo,1996,0
Democratic Republic of the Congo,1997,0
Democratic Republic of the Congo,1998,0
Democratic Republic of the Congo,1999,0
Democratic Republic of the Congo,2000,0
Democratic Republic of the Congo,2001,0
Democratic Republic of the Congo,2002,0
Democratic Republic of the Congo,2003,0
Democratic Republic of the Congo,2004,0
Democratic Republic of the Congo,2005,0
Democratic Republic of the Congo,2006,0
Democratic Republic of the Congo,2007,0
Democratic Republic of the Congo,2008,0
Democratic Republic of the Congo,2009,0
Denmark,1961,0
Denmark,1962,0.01
Denmark,1963,0.02
Denmark,1964,0.03
Denmark,1965,0.04
Denmark,1966,0.05
Denmark,1967,0.06
Denmark,1968,0.07
Denmark,1969,0.08
Denmark,1970,0.09
Denmark,1971,0.1
Denmark,1972,0.11
Denmark,1973,0.12
Denmark,1974,0.13
Denmark,1975,0.14
Denmark,1976,0.15
Denmark,1977,0.16
Denmark,1978,0.17
Denmark,1979,0.18
Denmark,1980,0.19
Denmark,1981,0.2
Denmark,1982,0.21
Denmark,1983,0.22
Denmark,1984,0.23
Denmark,1985,0.24
Denmark,1986,0.25
Denmark,1987,0.26
Denmark,1988,0.27
Denmark,1989,0.28
Denmark,1990,0.29
Denmark,1991,0.293
Denmark,1992,0.297
Denmark,1993,0.3
Denmark,1994,0.303
Denmark,1995,0.307
Denmark,1996,0.31
Denmark,1997,0.313
Denmark,1998,0.317
Denmark,1999,0.32
Denmark,2000,0.27899999999999997
Denmark,2001,0.237
Denmark,2002,0.196
Denmark,2003,0.154
Denmark,2004,0.113
Denmark,2005,0.071
Denmark,2006,0.03
Denmark,2007,0.03
Denmark,2008,0.03
Denmark,2009,0.03
Dominica,1961,0
Dominica,1962,0
Dominica,1963,0
Dominica,1964,0
Dominica,1965,0
Dominica,1966,0
Dominica,1967,0
Dominica,1968,0
Dominica,1969,0
Dominica,1970,0
Dominica,1971,0
Dominica,1972,0
Dominica,1973,0
Dominica,1974,0
Dominica,1975,0
Dominica,1976,0
Dominica,1977,0
Dominica,1978,0
Dominica,1979,0
Dominica,1980,0
Dominica,1981,0
Dominica,1982,0
Dominica,1983,0
Dominica,1984,0
Dominica,1985,0
Dominica,1986,0
Dominica,1987,0
Dominica,1988,0
Dominica,1989,0
Dominica,1990,0
Dominica,1991,0
Dominica,1992,0
Dominica,1993,0
Dominica,1994,0
Dominica,1995,0
Dominica,1996,0
Dominica,1997,0
Dominica,1998,0
Dominica,1999,0
Dominica,2000,0
Dominica,2001,0
Dominica,2002,0
Dominica,2003,0
Dominica,2004,0
Dominica,2005,0
Dominica,2006,0
Dominica,2007,0
Dominica,2008,0
Dominica,2009,0
Dominican Republic,1961,0
Dominican Republic,1962,0
Dominican Republic,1963,0
Dominican Republic,1964,0
Dominican Republic,1965,0
Dominican Republic,1966,0
Dominican Republic,1967,0
Dominican Republic,1968,0
Dominican Republic,1969,0
Dominican Republic,1970,0
Dominican Republic,1971,0
Dominican Republic,1972,0
Dominican Republic,1973,0
Dominican Republic,1974,0
Dominican Republic,1975,0
Dominican Republic,1976,0
Dominican Republic,1977,0
Dominican Republic,1978,0
Dominican Republic,1979,0
Dominican Republic,1980,0
Dominican Republic,1981,0
Dominican Republic,1982,0
Dominican Republic,1983,0
Dominican Republic,1984,0
Dominican Republic,1985,0
Dominican Republic,1986,0
Dominican Republic,1987,0
Dominican Republic,1988,0.002
Dominican Republic,1989,0.003
Dominican Republic,1990,0.005
Dominican Republic,1991,0.006999999999999999
Dominican Republic,1992,0.008
Dominican Republic,1993,0.01
Dominican Republic,1994,0.012
Dominican Republic,1995,0.013000000000000001
Dominican Republic,1996,0.015
Dominican Republic,1997,0.017
Dominican Republic,1998,0.02
Dominican Republic,1999,0.02
Dominican Republic,2000,0.02
Dominican Republic,2001,0.02
Dominican Republic,2002,0.02
Dominican Republic,2003,0.02
Dominican Republic,2004,0.02
Dominican Republic,2005,0.02
Dominican Republic,2006,0.02
Dominican Republic,2007,0.02
Dominican Republic,2008,0.02
Dominican Republic,2009,0.02
DPRepublic of Korea,1961,0
DPRepublic of Korea,1962,0
DPRepublic of Korea,1963,0
DPRepublic of Korea,1964,0
DPRepublic of Korea,1965,0
DPRepublic of Korea,1966,0
DPRepublic of Korea,1967,0
DPRepublic of Korea,1968,0
DPRepublic of Korea,1969,0
DPRepublic of Korea,1970,0
DPRepublic of Korea,1971,0
DPRepublic of Korea,1972,0
DPRepublic of Korea,1973,0
DPRepublic of Korea,1974,0
DPRepublic of Korea,1975,0
DPRepublic of Korea,1976,0
DPRepublic of Korea,1977,0
DPRepublic of Korea,1978,0
DPRepublic of Korea,1979,0
DPRepublic of Korea,1980,0
DPRepublic of Korea,1981,0
DPRepublic of Korea,1982,0
DPRepublic of Korea,1983,0
DPRepublic of Korea,1984,0
DPRepublic of Korea,1985,0
DPRepublic of Korea,1986,0
DPRepublic of Korea,1987,0
DPRepublic of Korea,1988,0
DPRepublic of Korea,1989,0
DPRepublic of Korea,1990,0
DPRepublic of Korea,1991,0
DPRepublic of Korea,1992,0
DPRepublic of Korea,1993,0
DPRepublic of Korea,1994,0
DPRepublic of Korea,1995,0
DPRepublic of Korea,1996,0
DPRepublic of Korea,1997,0
DPRepublic of Korea,1998,0
DPRepublic of Korea,1999,0
DPRepublic of Korea,2000,0
DPRepublic of Korea,2001,0
DPRepublic of Korea,2002,0
DPRepublic of Korea,2003,0
DPRepublic of Korea,2004,0
DPRepublic of Korea,2005,0
DPRepublic of Korea,2006,0
DPRepublic of Korea,2007,0
DPRepublic of Korea,2008,0
DPRepublic of Korea,2009,0
Ecuador,1961,0
Ecuador,1962,0
Ecuador,1963,0
Ecuador,1964,0
Ecuador,1965,0
Ecuador,1966,0
Ecuador,1967,0
Ecuador,1968,0
Ecuador,1969,0
Ecuador,1970,0
Ecuador,1971,0
Ecuador,1972,0
Ecuador,1973,0
Ecuador,1974,0
Ecuador,1975,0
Ecuador,1976,0
Ecuador,1977,0
Ecuador,1978,0
Ecuador,1979,0
Ecuador,1980,0
Ecuador,1981,0
Ecuador,1982,0
Ecuador,1983,0
Ecuador,1984,0
Ecuador,1985,0
Ecuador,1986,0
Ecuador,1987,0
Ecuador,1988,0
Ecuador,1989,0
Ecuador,1990,0
Ecuador,1991,0
Ecuador,1992,0
Ecuador,1993,0
Ecuador,1994,0
Ecuador,1995,0
Ecuador,1996,0
Ecuador,1997,0
Ecuador,1998,0
Ecuador,1999,0
Ecuador,2000,0
Ecuador,2001,0
Ecuador,2002,0
Ecuador,2003,0
Ecuador,2004,0
Ecuador,2005,0
Ecuador,2006,0
Ecuador,2007,0
Ecuador,2008,0
Ecuador,2009,0
Egypt,1961,0
Egypt,1962,0
Egypt,1963,0
Egypt,1964,0
Egypt,1965,0
Egypt,1966,0
Egypt,1967,0
Egypt,1968,0
Egypt,1969,0
Egypt,1970,0
Egypt,1971,0
Egypt,1972,0
Egypt,1973,0
Egypt,1974,0
Egypt,1975,0
Egypt,1976,0
Egypt,1977,0
Egypt,1978,0
Egypt,1979,0
Egypt,1980,0
Egypt,1981,0
Egypt,1982,0
Egypt,1983,0
Egypt,1984,0
Egypt,1985,0
Egypt,1986,0
Egypt,1987,0
Egypt,1988,0
Egypt,1989,0
Egypt,1990,0
Egypt,1991,0
Egypt,1992,0.003
Egypt,1993,0.005
Egypt,1994,0.008
Egypt,1995,0.011000000000000001
Egypt,1996,0.013000000000000001
Egypt,1997,0.016
Egypt,1998,0.018000000000000002
Egypt,1999,0.021
Egypt,2000,0.024
Egypt,2001,0.026000000000000002
Egypt,2002,0.028999999999999998
Egypt,2003,0.032
Egypt,2004,0.034
Egypt,2005,0.037000000000000005
Egypt,2006,0.04
Egypt,2007,0.04
Egypt,2008,0.04
Egypt,2009,0.04
El Salvador,1961,0
El Salvador,1962,0
El Salvador,1963,0
El Salvador,1964,0
El Salvador,1965,0
El Salvador,1966,0
El Salvador,1967,0
El Salvador,1968,0
El Salvador,1969,0
El Salvador,1970,0
El Salvador,1971,0
El Salvador,1972,0
El Salvador,1973,0
El Salvador,1974,0
El Salvador,1975,0
El Salvador,1976,0
El Salvador,1977,0
El Salvador,1978,0
El Salvador,1979,0
El Salvador,1980,0
El Salvador,1981,0
El Salvador,1982,0
El Salvador,1983,0
El Salvador,1984,0
El Salvador,1985,0
El Salvador,1986,0
El Salvador,1987,0
El Salvador,1988,0
El Salvador,1989,0
El Salvador,1990,0
El Salvador,1991,0
El Salvador,1992,0
El Salvador,1993,0
El Salvador,1994,0
El Salvador,1995,0
El Salvador,1996,0
El Salvador,1997,0
El Salvador,1998,0
El Salvador,1999,0
El Salvador,2000,0
El Salvador,2001,0
El Salvador,2002,0
El Salvador,2003,0
El Salvador,2004,0
El Salvador,2005,0
El Salvador,2006,0
El Salvador,2007,0
El Salvador,2008,0
El Salvador,2009,0
Equatorial Guinea,1961,0
Equatorial Guinea,1962,0
Equatorial Guinea,1963,0
Equatorial Guinea,1964,0
Equatorial Guinea,1965,0
Equatorial Guinea,1966,0
Equatorial Guinea,1967,0
Equatorial Guinea,1968,0
Equatorial Guinea,1969,0
Equatorial Guinea,1970,0
Equatorial Guinea,1971,0
Equatorial Guinea,1972,0
Equatorial Guinea,1973,0
Equatorial Guinea,1974,0
Equatorial Guinea,1975,0
Equatorial Guinea,1976,0
Equatorial Guinea,1977,0
Equatorial Guinea,1978,0
Equatorial Guinea,1979,0
Equatorial Guinea,1980,0
Equatorial Guinea,1981,0
Equatorial Guinea,1982,0
Equatorial Guinea,1983,0
Equatorial Guinea,1984,0
Equatorial Guinea,1985,0
Equatorial Guinea,1986,0
Equatorial Guinea,1987,0
Equatorial Guinea,1988,0
Equatorial Guinea,1989,0
Equatorial Guinea,1990,0
Equatorial Guinea,1991,0
Equatorial Guinea,1992,0
Equatorial Guinea,1993,0
Equatorial Guinea,1994,0
Equatorial Guinea,1995,0
Equatorial Guinea,1996,0
Equatorial Guinea,1997,0
Equatorial Guinea,1998,0
Equatorial Guinea,1999,0
Equatorial Guinea,2000,0
Equatorial Guinea,2001,0
Equatorial Guinea,2002,0
Equatorial Guinea,2003,0
Equatorial Guinea,2004,0
Equatorial Guinea,2005,0
Equatorial Guinea,2006,0
Equatorial Guinea,2007,0
Equatorial Guinea,2008,0
Equatorial Guinea,2009,0
Ethiopia PDR,1961,0
Ethiopia PDR,1962,0
Ethiopia PDR,1963,0
Ethiopia PDR,1964,0
Ethiopia PDR,1965,0
Ethiopia PDR,1966,0
Ethiopia PDR,1967,0
Ethiopia PDR,1968,0
Ethiopia PDR,1969,0
Ethiopia PDR,1970,0
Ethiopia PDR,1971,0
Ethiopia PDR,1972,0
Ethiopia PDR,1973,0
Ethiopia PDR,1974,0
Ethiopia PDR,1975,0
Ethiopia PDR,1976,0
Ethiopia PDR,1977,0
Ethiopia PDR,1978,0
Ethiopia PDR,1979,0
Ethiopia PDR,1980,0
Ethiopia PDR,1981,0
Ethiopia PDR,1982,0
Ethiopia PDR,1983,0
Ethiopia PDR,1984,0
Ethiopia PDR,1985,0
Ethiopia PDR,1986,0
Ethiopia PDR,1987,0
Ethiopia PDR,1988,0
Ethiopia PDR,1989,0
Ethiopia PDR,1990,0
Ethiopia PDR,1991,0
Ethiopia PDR,1992,0
Ethiopia PDR,1993,0
Ethiopia PDR,1994,0
Ethiopia PDR,1995,0
Ethiopia PDR,1996,0
Ethiopia PDR,1997,0
Ethiopia PDR,1998,0
Ethiopia PDR,1999,0
Ethiopia PDR,2000,0
Ethiopia PDR,2001,0
Ethiopia PDR,2002,0
Ethiopia PDR,2003,0
Ethiopia PDR,2004,0
Ethiopia PDR,2005,0
Ethiopia PDR,2006,0
Ethiopia PDR,2007,0
Ethiopia PDR,2008,0
Ethiopia PDR,2009,0
Finland,1961,0
Finland,1962,0.006999999999999999
Finland,1963,0.013999999999999999
Finland,1964,0.022000000000000002
Finland,1965,0.028999999999999998
Finland,1966,0.036000000000000004
Finland,1967,0.043
Finland,1968,0.051
Finland,1969,0.057999999999999996
Finland,1970,0.065
Finland,1971,0.07200000000000001
Finland,1972,0.08
Finland,1973,0.087
Finland,1974,0.094
Finland,1975,0.10099999999999999
Finland,1976,0.109
Finland,1977,0.11599999999999999
Finland,1978,0.12300000000000001
Finland,1979,0.13
Finland,1980,0.138
Finland,1981,0.145
Finland,1982,0.152
Finland,1983,0.159
Finland,1984,0.16699999999999998
Finland,1985,0.174
Finland,1986,0.18100000000000002
Finland,1987,0.188
Finland,1988,0.196
Finland,1989,0.203
Finland,1990,0.21
Finland,1991,0.23399999999999999
Finland,1992,0.259
Finland,1993,0.28300000000000003
Finland,1994,0.308
Finland,1995,0.332
Finland,1996,0.35700000000000004
Finland,1997,0.381
Finland,1998,0.406
Finland,1999,0.43
Finland,2000,0.42
Finland,2001,0.41
Finland,2002,0.4
Finland,2003,0.39
Finland,2004,0.38
Finland,2005,0.37
Finland,2006,0.36
Finland,2007,0.36
Finland,2008,0.36
Finland,2009,0.36
France,1961,0
France,1962,0.002
France,1963,0.004
France,1964,0.006
France,1965,0.008
France,1966,0.01
France,1967,0.012
France,1968,0.013999999999999999
France,1969,0.016
France,1970,0.018000000000000002
France,1971,0.02
France,1972,0.022000000000000002
France,1973,0.024
France,1974,0.026000000000000002
France,1975,0.027999999999999997
France,1976,0.031
France,1977,0.033
France,1978,0.035
France,1979,0.037000000000000005
France,1980,0.039
France,1981,0.040999999999999995
France,1982,0.043
France,1983,0.045
France,1984,0.047
France,1985,0.049
France,1986,0.051
France,1987,0.053
France,1988,0.055
France,1989,0.057
France,1990,0.059000000000000004
France,1991,0.08199999999999999
France,1992,0.106
France,1993,0.129
France,1994,0.153
France,1995,0.17600000000000002
France,1996,0.2
France,1997,0.223
France,1998,0.247
France,1999,0.27
France,2000,0.263
France,2001,0.256
France,2002,0.249
France,2003,0.24100000000000002
France,2004,0.23399999999999999
France,2005,0.22699999999999998
France,2006,0.22
France,2007,0.22
France,2008,0.22
France,2009,0.22
FSU,1961,0
FSU,1962,0.004
FSU,1963,0.008
FSU,1964,0.012
FSU,1965,0.017
FSU,1966,0.021
FSU,1967,0.025
FSU,1968,0.028999999999999998
FSU,1969,0.033
FSU,1970,0.037000000000000005
FSU,1971,0.040999999999999995
FSU,1972,0.046
FSU,1973,0.05
FSU,1974,0.054000000000000006
FSU,1975,0.057999999999999996
FSU,1976,0.062
FSU,1977,0.066
FSU,1978,0.07
FSU,1979,0.07400000000000001
FSU,1980,0.079
FSU,1981,0.083
FSU,1982,0.087
FSU,1983,0.091
FSU,1984,0.095
FSU,1985,0.099
FSU,1986,0.10300000000000001
FSU,1987,0.10800000000000001
FSU,1988,0.11199999999999999
FSU,1989,0.11599999999999999
FSU,1990,0.12
FSU,1991,0.11699999999999999
FSU,1992,0.114
FSU,1993,0.111
FSU,1994,0.10800000000000001
FSU,1995,0.105
FSU,1996,0.102
FSU,1997,0.099
FSU,1998,0.096
FSU,1999,0.092
FSU,2000,0.08900000000000001
FSU,2001,0.086
FSU,2002,0.083
FSU,2003,0.08
FSU,2004,0.077
FSU,2005,0.07400000000000001
FSU,2006,0.071
FSU,2007,0.071
FSU,2008,0.071
FSU,2009,0.071
Gabon,1961,0
Gabon,1962,0
Gabon,1963,0
Gabon,1964,0
Gabon,1965,0
Gabon,1966,0
Gabon,1967,0
Gabon,1968,0
Gabon,1969,0
Gabon,1970,0
Gabon,1971,0
Gabon,1972,0
Gabon,1973,0
Gabon,1974,0
Gabon,1975,0
Gabon,1976,0
Gabon,1977,0
Gabon,1978,0
Gabon,1979,0
Gabon,1980,0
Gabon,1981,0
Gabon,1982,0
Gabon,1983,0
Gabon,1984,0
Gabon,1985,0
Gabon,1986,0
Gabon,1987,0
Gabon,1988,0
Gabon,1989,0
Gabon,1990,0
Gabon,1991,0
Gabon,1992,0
Gabon,1993,0
Gabon,1994,0
Gabon,1995,0
Gabon,1996,0
Gabon,1997,0
Gabon,1998,0
Gabon,1999,0
Gabon,2000,0
Gabon,2001,0
Gabon,2002,0
Gabon,2003,0
Gabon,2004,0
Gabon,2005,0
Gabon,2006,0
Gabon,2007,0
Gabon,2008,0
Gabon,2009,0
Gambia,1961,0
Gambia,1962,0
Gambia,1963,0
Gambia,1964,0
Gambia,1965,0
Gambia,1966,0
Gambia,1967,0
Gambia,1968,0
Gambia,1969,0
Gambia,1970,0
Gambia,1971,0
