proc_code,crop_process,crop_original,unit,iso3c,rate_value
p014,Yams production,yam,kgN/ha,TCD,0.18226758
p014,Yams production,yam,kgN/ha,COL,4.7824974
p014,Yams production,yam,kgN/ha,COG,0.44357297
p014,Yams production,yam,kgN/ha,COS,6.1819558
p014,Yams production,yam,kgN/ha,CUB,0.57220435
p014,Yams production,yam,kgN/ha,BEN,2.883635
p014,Yams production,yam,kgN/ha,DOM,5.3865018
p014,Yams production,yam,kgN/ha,ECU,2.9835703
p014,Yams production,yam,kgN/ha,GAB,0.11819226
p014,Yams production,yam,kgN/ha,GHA,0.35027182
p014,Yams production,yam,kgN/ha,GIN,0.087177143
p014,Yams production,yam,kgN/ha,GUY,2.249716
p014,Yams production,yam,kgN/ha,HAI,1.306706
p014,Yams production,yam,kgN/ha,IDN,5.4104571
p014,Yams production,yam,kgN/ha,CIV,0.43737417
p014,Yams production,yam,kgN/ha,JAM,4.1355882
p014,Yams production,yam,kgN/ha,JPN,270.00006
p014,Yams production,yam,kgN/ha,KEN,1.4937769
p014,Yams production,yam,kgN/ha,MWI,4.7494431
p014,Yams production,yam,kgN/ha,MLI,0.30650908
p014,Yams production,yam,kgN/ha,MRT,0.14180098
p014,Yams production,yam,kgN/ha,MOZ,0.20386761
p014,Yams production,yam,kgN/ha,NGA,3.8999987
p014,Yams production,yam,kgN/ha,PAN,4.5634832
p014,Yams production,yam,kgN/ha,PNG,0.34295827
p014,Yams production,yam,kgN/ha,PRY,0.062345605
p014,Yams production,yam,kgN/ha,PER,5.1695337
p014,Yams production,yam,kgN/ha,PHL,3.1364512
p014,Yams production,yam,kgN/ha,PRT,180.12549
p014,Yams production,yam,kgN/ha,PRI,269.99969
p014,Yams production,yam,kgN/ha,RWA,0.021808494
p014,Yams production,yam,kgN/ha,SEN,0.88707334
p014,Yams production,yam,kgN/ha,TZA,0.34016067
p014,Yams production,yam,kgN/ha,TGO,1.6968601
p014,Yams production,yam,kgN/ha,TRI,315.24557
p014,Yams production,yam,kgN/ha,UGA,0.13270545
p014,Yams production,yam,kgN/ha,BFA,1.0860928
p014,Yams production,yam,kgN/ha,URY,4.5286012
p014,Yams production,yam,kgN/ha,VEN,5.3673277
p014,Yams production,yam,kgN/ha,ETH,0.55252355
p014,Yams production,yam,kgN/ha,ZAR,0.026697937
p014,Yams production,yam,kgN/ha,ZMB,0.4002915
p014,Yams production,yam,kgN/ha,SDN,0.36578885
p015,Suga cane production,sugarcane,kgN/ha,AFG,2.1878896
p015,Suga cane production,sugarcane,kgN/ha,AGO,0.97773868
p015,Suga cane production,sugarcane,kgN/ha,ARG,44.000015
p015,Suga cane production,sugarcane,kgN/ha,AUS,158.49181
p015,Suga cane production,sugarcane,kgN/ha,BGD,84.999985
p015,Suga cane production,sugarcane,kgN/ha,BOL,0.46332273
p015,Suga cane production,sugarcane,kgN/ha,BWA,6.2523251
p015,Suga cane production,sugarcane,kgN/ha,BRA,55.435429
p015,Suga cane production,sugarcane,kgN/ha,BZE,52.029709
p015,Suga cane production,sugarcane,kgN/ha,MMR,5.3099742
p015,Suga cane production,sugarcane,kgN/ha,BDI,2.0701051
p015,Suga cane production,sugarcane,kgN/ha,CMR,11.008862
p015,Suga cane production,sugarcane,kgN/ha,CAF,0.27724272
p015,Suga cane production,sugarcane,kgN/ha,LKA,35.494873
p015,Suga cane production,sugarcane,kgN/ha,TCD,1.6936767
p015,Suga cane production,sugarcane,kgN/ha,CHL,85.461571
p015,Suga cane production,sugarcane,kgN/ha,CHN,164.86917
p015,Suga cane production,sugarcane,kgN/ha,COL,70
p015,Suga cane production,sugarcane,kgN/ha,COG,11.749056
p015,Suga cane production,sugarcane,kgN/ha,COS,115.05008
p015,Suga cane production,sugarcane,kgN/ha,CUB,37.566006
p015,Suga cane production,sugarcane,kgN/ha,AZE,7.4553576
p015,Suga cane production,sugarcane,kgN/ha,BEN,26.795483
p015,Suga cane production,sugarcane,kgN/ha,DOM,53.464634
p015,Suga cane production,sugarcane,kgN/ha,ECU,37.485825
p015,Suga cane production,sugarcane,kgN/ha,EGY,120.5529
p015,Suga cane production,sugarcane,kgN/ha,ELS,133.40001
p015,Suga cane production,sugarcane,kgN/ha,GAB,1.429413
p015,Suga cane production,sugarcane,kgN/ha,GMB,8.4895563
p015,Suga cane production,sugarcane,kgN/ha,GHA,3.2548168
p015,Suga cane production,sugarcane,kgN/ha,GUA,58.994022
p015,Suga cane production,sugarcane,kgN/ha,GIN,0.8100726
p015,Suga cane production,sugarcane,kgN/ha,GUY,59.588951
p015,Suga cane production,sugarcane,kgN/ha,HAI,12.142255
p015,Suga cane production,sugarcane,kgN/ha,HON,162.40591
p015,Suga cane production,sugarcane,kgN/ha,IND,104.36612
p015,Suga cane production,sugarcane,kgN/ha,IDN,72.000061
p015,Suga cane production,sugarcane,kgN/ha,IRN,69.797005
p015,Suga cane production,sugarcane,kgN/ha,IRQ,206.6013
p015,Suga cane production,sugarcane,kgN/ha,CIV,11.584873
p015,Suga cane production,sugarcane,kgN/ha,JAM,50.015663
p015,Suga cane production,sugarcane,kgN/ha,JPN,226
p015,Suga cane production,sugarcane,kgN/ha,KEN,9.2667122
p015,Suga cane production,sugarcane,kgN/ha,KHM,8.3852377
p015,Suga cane production,sugarcane,kgN/ha,LAO,1.1773417
p015,Suga cane production,sugarcane,kgN/ha,LBN,75.224968
p015,Suga cane production,sugarcane,kgN/ha,MDG,0.93299031
p015,Suga cane production,sugarcane,kgN/ha,MWI,29.999994
p015,Suga cane production,sugarcane,kgN/ha,MYS,90.329735
p015,Suga cane production,sugarcane,kgN/ha,MLI,2.8481627
p015,Suga cane production,sugarcane,kgN/ha,MEX,114.26847
p015,Suga cane production,sugarcane,kgN/ha,MAR,123.00004
p015,Suga cane production,sugarcane,kgN/ha,MOZ,1.8943907
p015,Suga cane production,sugarcane,kgN/ha,NAM,0.60027117
p015,Suga cane production,sugarcane,kgN/ha,NPL,17.464788
p015,Suga cane production,sugarcane,kgN/ha,NIC,29.908829
p015,Suga cane production,sugarcane,kgN/ha,NER,0.67478156
p015,Suga cane production,sugarcane,kgN/ha,NGA,4.0905037
p015,Suga cane production,sugarcane,kgN/ha,PAK,200.71495
p015,Suga cane production,sugarcane,kgN/ha,PAN,55.190605
p015,Suga cane production,sugarcane,kgN/ha,PNG,9.0840502
p015,Suga cane production,sugarcane,kgN/ha,PRY,29.999998
p015,Suga cane production,sugarcane,kgN/ha,PER,62.520134
p015,Suga cane production,sugarcane,kgN/ha,PHL,67.999992
p015,Suga cane production,sugarcane,kgN/ha,PRT,111.21623
p015,Suga cane production,sugarcane,kgN/ha,GNB,2.3139758
p015,Suga cane production,sugarcane,kgN/ha,PRI,166.70796
p015,Suga cane production,sugarcane,kgN/ha,ZWE,2.4042833
p015,Suga cane production,sugarcane,kgN/ha,RWA,0.20265022
p015,Suga cane production,sugarcane,kgN/ha,SEN,23.496187
p015,Suga cane production,sugarcane,kgN/ha,SLE,0.76473588
p015,Suga cane production,sugarcane,kgN/ha,SOM,0.099271931
p015,Suga cane production,sugarcane,kgN/ha,ZAF,104.42941
p015,Suga cane production,sugarcane,kgN/ha,ESP,122.50065
p015,Suga cane production,sugarcane,kgN/ha,SUR,95.780785
p015,Suga cane production,sugarcane,kgN/ha,SWZ,10.482483
p015,Suga cane production,sugarcane,kgN/ha,TZA,3.1608601
p015,Suga cane production,sugarcane,kgN/ha,THA,66.500008
p015,Suga cane production,sugarcane,kgN/ha,TGO,15.767667
p015,Suga cane production,sugarcane,kgN/ha,TRI,194.64449
p015,Suga cane production,sugarcane,kgN/ha,TUR,45.525314
p015,Suga cane production,sugarcane,kgN/ha,UGA,1.2331334
p015,Suga cane production,sugarcane,kgN/ha,USA,123.21171
p015,Suga cane production,sugarcane,kgN/ha,BFA,10.092258
p015,Suga cane production,sugarcane,kgN/ha,URY,140.46684
p015,Suga cane production,sugarcane,kgN/ha,VEN,116.53748
p015,Suga cane production,sugarcane,kgN/ha,VNM,89.250023
p015,Suga cane production,sugarcane,kgN/ha,ETH,5.1341972
p015,Suga cane production,sugarcane,kgN/ha,ZAR,0.24808435
p015,Suga cane production,sugarcane,kgN/ha,ZMB,3.7196157
p015,Suga cane production,sugarcane,kgN/ha,SDN,9.6887627
p016,Sugar beet production,sugarbeet,kgN/ha,ARM,19.609087
p016,Sugar beet production,sugarbeet,kgN/ha,AFG,5.863935
p016,Sugar beet production,sugarbeet,kgN/ha,ALB,98.20842
p016,Sugar beet production,sugarbeet,kgN/ha,DZA,28.411077
p016,Sugar beet production,sugarbeet,kgN/ha,ARG,45.538246
p016,Sugar beet production,sugarbeet,kgN/ha,AUT,105.37748
p016,Sugar beet production,sugarbeet,kgN/ha,BRA,98.159615
p016,Sugar beet production,sugarbeet,kgN/ha,BGR,220.24327
p016,Sugar beet production,sugarbeet,kgN/ha,MMR,36.544395
p016,Sugar beet production,sugarbeet,kgN/ha,CAN,26.009706
p016,Sugar beet production,sugarbeet,kgN/ha,CHL,277.63519
p016,Sugar beet production,sugarbeet,kgN/ha,CHN,131.39189
p016,Sugar beet production,sugarbeet,kgN/ha,COL,108.90454
p016,Sugar beet production,sugarbeet,kgN/ha,CZE,112.54482
p016,Sugar beet production,sugarbeet,kgN/ha,AZE,9
p016,Sugar beet production,sugarbeet,kgN/ha,DNK,89.689507
p016,Sugar beet production,sugarbeet,kgN/ha,BLR,89.999985
p016,Sugar beet production,sugarbeet,kgN/ha,ECU,76.859169
p016,Sugar beet production,sugarbeet,kgN/ha,EGY,34.658966
p016,Sugar beet production,sugarbeet,kgN/ha,EST,58.118385
p016,Sugar beet production,sugarbeet,kgN/ha,FIN,154.05344
p016,Sugar beet production,sugarbeet,kgN/ha,FRA,189.82938
p016,Sugar beet production,sugarbeet,kgN/ha,GEO,38.844498
p016,Sugar beet production,sugarbeet,kgN/ha,DEU,149.91315
p016,Sugar beet production,sugarbeet,kgN/ha,BIH,58.526295
p016,Sugar beet production,sugarbeet,kgN/ha,GRC,140
p016,Sugar beet production,sugarbeet,kgN/ha,HUN,51.16671
p016,Sugar beet production,sugarbeet,kgN/ha,HRV,100
p016,Sugar beet production,sugarbeet,kgN/ha,IND,104.44884
p016,Sugar beet production,sugarbeet,kgN/ha,IRN,129.23529
p016,Sugar beet production,sugarbeet,kgN/ha,IRQ,200.93439
p016,Sugar beet production,sugarbeet,kgN/ha,IRL,155.57565
p016,Sugar beet production,sugarbeet,kgN/ha,ITA,98.442307
p016,Sugar beet production,sugarbeet,kgN/ha,KAZ,4.7391505
p016,Sugar beet production,sugarbeet,kgN/ha,JPN,176.00006
p016,Sugar beet production,sugarbeet,kgN/ha,KGZ,28.909784
p016,Sugar beet production,sugarbeet,kgN/ha,PRK,161.54897
p016,Sugar beet production,sugarbeet,kgN/ha,LVA,267.27838
p016,Sugar beet production,sugarbeet,kgN/ha,LAO,23.632946
p016,Sugar beet production,sugarbeet,kgN/ha,LBN,31.51214
p016,Sugar beet production,sugarbeet,kgN/ha,LTU,56.999989
p016,Sugar beet production,sugarbeet,kgN/ha,MEX,139.81586
p016,Sugar beet production,sugarbeet,kgN/ha,MNG,2.8783491
p016,Sugar beet production,sugarbeet,kgN/ha,MAR,143
p016,Sugar beet production,sugarbeet,kgN/ha,MDA,14.599999
p016,Sugar beet production,sugarbeet,kgN/ha,NLD,107.92519
p016,Sugar beet production,sugarbeet,kgN/ha,MKD,102.57385
p016,Sugar beet production,sugarbeet,kgN/ha,PAK,194.71599
p016,Sugar beet production,sugarbeet,kgN/ha,PER,117.71796
p016,Sugar beet production,sugarbeet,kgN/ha,POL,172.24149
p016,Sugar beet production,sugarbeet,kgN/ha,PRT,100.06985
p016,Sugar beet production,sugarbeet,kgN/ha,ROM,62.054001
p016,Sugar beet production,sugarbeet,kgN/ha,RUS,31.219851
p016,Sugar beet production,sugarbeet,kgN/ha,SRM,114.80042
p016,Sugar beet production,sugarbeet,kgN/ha,SVN,209.33292
p016,Sugar beet production,sugarbeet,kgN/ha,SVK,42.319996
p016,Sugar beet production,sugarbeet,kgN/ha,ESP,193.72141
p016,Sugar beet production,sugarbeet,kgN/ha,TJK,35.266186
p016,Sugar beet production,sugarbeet,kgN/ha,SWE,167.9621
p016,Sugar beet production,sugarbeet,kgN/ha,CHE,142.99998
p016,Sugar beet production,sugarbeet,kgN/ha,SYR,79.983337
p016,Sugar beet production,sugarbeet,kgN/ha,TKM,47.687191
p016,Sugar beet production,sugarbeet,kgN/ha,TUN,41.075081
p016,Sugar beet production,sugarbeet,kgN/ha,TUR,100.35621
p016,Sugar beet production,sugarbeet,kgN/ha,GBR,100.00002
p016,Sugar beet production,sugarbeet,kgN/ha,UKR,18.808702
p016,Sugar beet production,sugarbeet,kgN/ha,USA,107.20213
p016,Sugar beet production,sugarbeet,kgN/ha,UZB,134.0695
p016,Sugar beet production,sugarbeet,kgN/ha,VEN,122.22193
p016,Sugar beet production,sugarbeet,kgN/ha,VNM,194.62196
p016,Sugar beet production,sugarbeet,kgN/ha,BEL,140.81282
p016,Sugar beet production,sugarbeet,kgN/ha,LUX,252.78117
p017,Beans production,bean,kgN/ha,ARM,7.7533312
p017,Beans production,bean,kgN/ha,AFG,0.31559828
p017,Beans production,bean,kgN/ha,ALB,15.287717
p017,Beans production,bean,kgN/ha,DZA,4.4226389
p017,Beans production,bean,kgN/ha,AGO,0.37598875
p017,Beans production,bean,kgN/ha,ARG,11.999993
p017,Beans production,bean,kgN/ha,AUS,60.620918
p017,Beans production,bean,kgN/ha,AUT,2.4794695
p017,Beans production,bean,kgN/ha,BGD,5
p017,Beans production,bean,kgN/ha,BOL,1.5337623
p017,Beans production,bean,kgN/ha,BWA,1.832559
p017,Beans production,bean,kgN/ha,BRA,8.8753719
p017,Beans production,bean,kgN/ha,BZE,20.007999
p017,Beans production,bean,kgN/ha,BGR,34.284412
p017,Beans production,bean,kgN/ha,MMR,1.9668287
p017,Beans production,bean,kgN/ha,BDI,0.29860833
p017,Beans production,bean,kgN/ha,CMR,4.2334518
p017,Beans production,bean,kgN/ha,CAN,13.476389
p017,Beans production,bean,kgN/ha,CAF,0.039991647
p017,Beans production,bean,kgN/ha,LKA,35.494873
p017,Beans production,bean,kgN/ha,TCD,0.2443094
p017,Beans production,bean,kgN/ha,CHL,73.061852
p017,Beans production,bean,kgN/ha,CHN,59.246449
p017,Beans production,bean,kgN/ha,COL,40.000023
p017,Beans production,bean,kgN/ha,COG,4.5180945
p017,Beans production,bean,kgN/ha,COS,76.700035
p017,Beans production,bean,kgN/ha,CUB,2.0283189
p017,Beans production,bean,kgN/ha,CZE,86.003754
p017,Beans production,bean,kgN/ha,AZE,2.1851685
p017,Beans production,bean,kgN/ha,BEN,3.8651922
p017,Beans production,bean,kgN/ha,DOM,53.464622
p017,Beans production,bean,kgN/ha,BLR,9.0407524
p017,Beans production,bean,kgN/ha,ECU,30.389709
p017,Beans production,bean,kgN/ha,EGY,53.796738
p017,Beans production,bean,kgN/ha,ELS,13.5
p017,Beans production,bean,kgN/ha,EST,31.62517
p017,Beans production,bean,kgN/ha,FRA,172.79886
p017,Beans production,bean,kgN/ha,GEO,15.358915
p017,Beans production,bean,kgN/ha,GAB,0.41896158
p017,Beans production,bean,kgN/ha,DEU,24.69285
p017,Beans production,bean,kgN/ha,BIH,9.1105585
p017,Beans production,bean,kgN/ha,GHA,0.46950045
p017,Beans production,bean,kgN/ha,GRC,40.000011
p017,Beans production,bean,kgN/ha,GUA,33.710873
p017,Beans production,bean,kgN/ha,HAI,1.7514943
p017,Beans production,bean,kgN/ha,HON,25.984941
p017,Beans production,bean,kgN/ha,HUN,55.857445
p017,Beans production,bean,kgN/ha,HRV,45.500004
p017,Beans production,bean,kgN/ha,IND,35.319946
p017,Beans production,bean,kgN/ha,IDN,55.109142
p017,Beans production,bean,kgN/ha,IRN,20.45805
p017,Beans production,bean,kgN/ha,IRQ,79.448441
p017,Beans production,bean,kgN/ha,ITA,34.260548
p017,Beans production,bean,kgN/ha,KAZ,0.73772401
p017,Beans production,bean,kgN/ha,JAM,14.659611
p017,Beans production,bean,kgN/ha,JPN,29.999996
p017,Beans production,bean,kgN/ha,KGZ,1.555932
p017,Beans production,bean,kgN/ha,KEN,3.0889032
p017,Beans production,bean,kgN/ha,KHM,1.2095525
p017,Beans production,bean,kgN/ha,PRK,8.6946058
p017,Beans production,bean,kgN/ha,KOR,61.536663
p017,Beans production,bean,kgN/ha,LVA,0.88818246
p017,Beans production,bean,kgN/ha,LAO,1.2719313
p017,Beans production,bean,kgN/ha,LBN,120.58218
p017,Beans production,bean,kgN/ha,LSO,7.3734112
p017,Beans production,bean,kgN/ha,LBY,13.003625
p017,Beans production,bean,kgN/ha,MDG,0.16345114
p017,Beans production,bean,kgN/ha,MWI,6.3660998
p017,Beans production,bean,kgN/ha,MYS,16.385725
p017,Beans production,bean,kgN/ha,MEX,38.089474
p017,Beans production,bean,kgN/ha,MNG,1.1380844
p017,Beans production,bean,kgN/ha,MAR,8
p017,Beans production,bean,kgN/ha,MOZ,0.27326187
p017,Beans production,bean,kgN/ha,MDA,4.6152782
p017,Beans production,bean,kgN/ha,NAM,0.17593974
p017,Beans production,bean,kgN/ha,NPL,2.5192595
p017,Beans production,bean,kgN/ha,NLD,19.986149
p017,Beans production,bean,kgN/ha,MKD,15.967265
p017,Beans production,bean,kgN/ha,NIC,7.4772058
p017,Beans production,bean,kgN/ha,NER,0.097335733
p017,Beans production,bean,kgN/ha,NGA,1.5730009
p017,Beans production,bean,kgN/ha,PAK,77.040916
p017,Beans production,bean,kgN/ha,PAN,16.176388
p017,Beans production,bean,kgN/ha,PRY,12.000001
p017,Beans production,bean,kgN/ha,PER,18.324684
p017,Beans production,bean,kgN/ha,PHL,31.946898
p017,Beans production,bean,kgN/ha,POL,19.963957
p017,Beans production,bean,kgN/ha,PRT,3.3356607
p017,Beans production,bean,kgN/ha,PRI,68.775566
p017,Beans production,bean,kgN/ha,ERI,0.52077347
p017,Beans production,bean,kgN/ha,ZWE,2.5974481
p017,Beans production,bean,kgN/ha,ROM,9.6597033
p017,Beans production,bean,kgN/ha,RWA,0.029231872
p017,Beans production,bean,kgN/ha,RUS,4.8598642
p017,Beans production,bean,kgN/ha,SRM,17.870527
p017,Beans production,bean,kgN/ha,SVN,113.90869
p017,Beans production,bean,kgN/ha,SVK,19.526592
p017,Beans production,bean,kgN/ha,SOM,0.014319769
p017,Beans production,bean,kgN/ha,ZAF,17.644978
p017,Beans production,bean,kgN/ha,ESP,8.9691601
p017,Beans production,bean,kgN/ha,TJK,1.8980349
p017,Beans production,bean,kgN/ha,SWZ,4.031033
p017,Beans production,bean,kgN/ha,CHE,23.000002
p017,Beans production,bean,kgN/ha,SYR,52.954582
p017,Beans production,bean,kgN/ha,TKM,18.85528
p017,Beans production,bean,kgN/ha,TZA,0.070339933
p017,Beans production,bean,kgN/ha,THA,60.221561
p017,Beans production,bean,kgN/ha,TGO,2.2744522
p017,Beans production,bean,kgN/ha,TUN,16.240873
p017,Beans production,bean,kgN/ha,TUR,25.831587
p017,Beans production,bean,kgN/ha,UGA,0.17787686
p017,Beans production,bean,kgN/ha,UKR,7.4368658
p017,Beans production,bean,kgN/ha,USA,74.875305
p017,Beans production,bean,kgN/ha,BFA,1.4557871
p017,Beans production,bean,kgN/ha,URY,16.856016
p017,Beans production,bean,kgN/ha,UZB,53.01041
p017,Beans production,bean,kgN/ha,VEN,39.955696
p017,Beans production,bean,kgN/ha,VNM,76.952538
p017,Beans production,bean,kgN/ha,ETH,1.1000005
p017,Beans production,bean,kgN/ha,YEM,7.2998662
p017,Beans production,bean,kgN/ha,ZAR,0.035785615
p017,Beans production,bean,kgN/ha,ZMB,0.53654635
p017,Beans production,bean,kgN/ha,BEL,25.602335
p017,Beans production,bean,kgN/ha,LUX,137.55113
p017,Beans production,bean,kgN/ha,SDN,3.7258065
p018,Peas production,pea,kgN/ha,ARM,9.3379192
p018,Peas production,pea,kgN/ha,AFG,0.074362554
p018,Peas production,pea,kgN/ha,ALB,14.485313
p018,Peas production,pea,kgN/ha,DZA,4.1905088
p018,Peas production,pea,kgN/ha,AGO,0.45283183
p018,Peas production,pea,kgN/ha,ARG,12.000002
p018,Peas production,pea,kgN/ha,AUS,79.195488
p018,Peas production,pea,kgN/ha,AUT,2.47947
p018,Peas production,pea,kgN/ha,BGD,4.9999995
p018,Peas production,pea,kgN/ha,BOL,1.8472238
p018,Peas production,pea,kgN/ha,BWA,1.7363739
p018,Peas production,pea,kgN/ha,BRA,11.669577
p018,Peas production,pea,kgN/ha,BZE,24.097136
p018,Peas production,pea,kgN/ha,BGR,32.48494
p018,Peas production,pea,kgN/ha,MMR,0.4634321
p018,Peas production,pea,kgN/ha,BDI,0.070359282
p018,Peas production,pea,kgN/ha,CAN,13.199533
p018,Peas production,pea,kgN/ha,CAF,0.0094229933
p018,Peas production,pea,kgN/ha,CHL,73.061852
p018,Peas production,pea,kgN/ha,CHN,59.171318
p018,Peas production,pea,kgN/ha,COL,39.999992
p018,Peas production,pea,kgN/ha,COG,5.4414797
p018,Peas production,pea,kgN/ha,CZE,12.504984
p018,Peas production,pea,kgN/ha,AZE,2.0704763
p018,Peas production,pea,kgN/ha,BEN,0.91073203
p018,Peas production,pea,kgN/ha,DOM,26.732311
p018,Peas production,pea,kgN/ha,BLR,8.566247
p018,Peas production,pea,kgN/ha,ECU,36.600613
p018,Peas production,pea,kgN/ha,EGY,72.094925
p018,Peas production,pea,kgN/ha,FIN,51.351131
p018,Peas production,pea,kgN/ha,FRA,172.80217
p018,Peas production,pea,kgN/ha,GEO,18.497896
p018,Peas production,pea,kgN/ha,GAB,0.39697164
p018,Peas production,pea,kgN/ha,DEU,24.886431
p018,Peas production,pea,kgN/ha,BIH,8.6323748
p018,Peas production,pea,kgN/ha,GRC,39.999996
p018,Peas production,pea,kgN/ha,GUY,27.598125
p018,Peas production,pea,kgN/ha,HAI,0.41269413
p018,Peas production,pea,kgN/ha,HUN,43.857193
p018,Peas production,pea,kgN/ha,IND,48.536629
p018,Peas production,pea,kgN/ha,IRN,16.335049
p018,Peas production,pea,kgN/ha,ISR,143.20767
p018,Peas production,pea,kgN/ha,ITA,34.240986
p018,Peas production,pea,kgN/ha,KAZ,0.69900197
p018,Peas production,pea,kgN/ha,JAM,13.890174
p018,Peas production,pea,kgN/ha,JPN,29.999996
p018,Peas production,pea,kgN/ha,KGZ,0.36661491
p018,Peas production,pea,kgN/ha,PRK,2.0486579
p018,Peas production,pea,kgN/ha,LVA,0.88818264
p018,Peas production,pea,kgN/ha,LAO,0.29969749
p018,Peas production,pea,kgN/ha,LBN,20.891216
p018,Peas production,pea,kgN/ha,LSO,8.8803558
p018,Peas production,pea,kgN/ha,LBY,12.321105
p018,Peas production,pea,kgN/ha,MDG,0.038512982
p018,Peas production,pea,kgN/ha,MWI,1.5000058
p018,Peas production,pea,kgN/ha,MLI,0.096804082
p018,Peas production,pea,kgN/ha,MRT,0.044784691
p018,Peas production,pea,kgN/ha,MEX,25.392992
p018,Peas production,pea,kgN/ha,MNG,1.3706806
p018,Peas production,pea,kgN/ha,MAR,8
p018,Peas production,pea,kgN/ha,MOZ,0.064387061
p018,Peas production,pea,kgN/ha,MDA,5.5585265
p018,Peas production,pea,kgN/ha,NPL,0.59359789
p018,Peas production,pea,kgN/ha,NLD,19.986151
p018,Peas production,pea,kgN/ha,MKD,15.129195
p018,Peas production,pea,kgN/ha,NZL,158.71346
p018,Peas production,pea,kgN/ha,NER,0.022934647
p018,Peas production,pea,kgN/ha,NGA,1.8944833
p018,Peas production,pea,kgN/ha,PAK,92.722458
p018,Peas production,pea,kgN/ha,PRY,10.000003
p018,Peas production,pea,kgN/ha,PER,17.362871
p018,Peas production,pea,kgN/ha,POL,19.956009
p018,Peas production,pea,kgN/ha,PRT,3.3356607
p018,Peas production,pea,kgN/ha,ERI,0.12270671
p018,Peas production,pea,kgN/ha,ROM,9.1526957
p018,Peas production,pea,kgN/ha,RWA,0.0068877297
p018,Peas production,pea,kgN/ha,RUS,4.6047888
p018,Peas production,pea,kgN/ha,SRM,16.932549
p018,Peas production,pea,kgN/ha,SEN,10.882069
p018,Peas production,pea,kgN/ha,SLE,0.025992027
p018,Peas production,pea,kgN/ha,SVN,140.23894
p018,Peas production,pea,kgN/ha,SVK,19.526598
p018,Peas production,pea,kgN/ha,ZAF,19.496449
p018,Peas production,pea,kgN/ha,ESP,8.969101
p018,Peas production,pea,kgN/ha,TJK,0.44722253
p018,Peas production,pea,kgN/ha,CHE,23.000004
p018,Peas production,pea,kgN/ha,SYR,63.777161
p018,Peas production,pea,kgN/ha,TKM,22.708832
p018,Peas production,pea,kgN/ha,TZA,0.070339978
p018,Peas production,pea,kgN/ha,THA,72.529404
p018,Peas production,pea,kgN/ha,TUN,19.56011
p018,Peas production,pea,kgN/ha,TUR,25.775572
p018,Peas production,pea,kgN/ha,UGA,0.041912068
p018,Peas production,pea,kgN/ha,GBR,4.999999
p018,Peas production,pea,kgN/ha,UKR,8.9567795
p018,Peas production,pea,kgN/ha,USA,65.387871
p018,Peas production,pea,kgN/ha,BFA,0.34301838
p018,Peas production,pea,kgN/ha,URY,11.237347
p018,Peas production,pea,kgN/ha,UZB,63.844429
p018,Peas production,pea,kgN/ha,VEN,26.637115
p018,Peas production,pea,kgN/ha,VNM,92.679726
p018,Peas production,pea,kgN/ha,ETH,1.0999995
p018,Peas production,pea,kgN/ha,YEM,8.7917786
p018,Peas production,pea,kgN/ha,ZAR,0.0084319562
p018,Peas production,pea,kgN/ha,ZMB,0.12642321
p018,Peas production,pea,kgN/ha,BEL,25.602335
p018,Peas production,pea,kgN/ha,LUX,169.34637
p018,Peas production,pea,kgN/ha,SDN,4.4872727
p019,"Pulses  production, Other",pulsenes,kgN/ha,ARM,6.8859692
p019,"Pulses  production, Other",pulsenes,kgN/ha,AFG,0.24905621
p019,"Pulses  production, Other",pulsenes,kgN/ha,ALB,23.331921
p019,"Pulses  production, Other",pulsenes,kgN/ha,DZA,6.7497787
p019,"Pulses  production, Other",pulsenes,kgN/ha,AGO,0.33392727
p019,"Pulses  production, Other",pulsenes,kgN/ha,AUT,48.148403
p019,"Pulses  production, Other",pulsenes,kgN/ha,BHR,77.675331
p019,"Pulses  production, Other",pulsenes,kgN/ha,BGD,5
p019,"Pulses  production, Other",pulsenes,kgN/ha,BWA,2.796828
p019,"Pulses  production, Other",pulsenes,kgN/ha,BRA,3
p019,"Pulses  production, Other",pulsenes,kgN/ha,BZE,17.769709
p019,"Pulses  production, Other",pulsenes,kgN/ha,BGR,52.324421
p019,"Pulses  production, Other",pulsenes,kgN/ha,MMR,1.5521357
p019,"Pulses  production, Other",pulsenes,kgN/ha,CMR,3.7598579
p019,"Pulses  production, Other",pulsenes,kgN/ha,CAF,0.03155965
p019,"Pulses  production, Other",pulsenes,kgN/ha,TCD,0.19279829
p019,"Pulses  production, Other",pulsenes,kgN/ha,CHN,59.156025
p019,"Pulses  production, Other",pulsenes,kgN/ha,COL,40
p019,"Pulses  production, Other",pulsenes,kgN/ha,COG,4.0126562
p019,"Pulses  production, Other",pulsenes,kgN/ha,CYP,77.675331
p019,"Pulses  production, Other",pulsenes,kgN/ha,CZE,48.566444
p019,"Pulses  production, Other",pulsenes,kgN/ha,AZE,3.3349776
p019,"Pulses  production, Other",pulsenes,kgN/ha,BEN,3.0502417
p019,"Pulses  production, Other",pulsenes,kgN/ha,DNK,34.833313
p019,"Pulses  production, Other",pulsenes,kgN/ha,BLR,13.797893
p019,"Pulses  production, Other",pulsenes,kgN/ha,ECU,26.990017
p019,"Pulses  production, Other",pulsenes,kgN/ha,EGY,53.164253
p019,"Pulses  production, Other",pulsenes,kgN/ha,FRA,44.740765
